gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
female,157.3,50.9,8.8,96.4,79.3,104.7,25.125,22.8,33.5,60.7,36.0,105.3,1.3203,1.2156,1.3279,0.7654,0.5931,0.75,0.9075,arms
female,172.1,71.9,18.9,99.7,83.8,107.3,29.0,27.1,28.9,63.4,33.3,108.8,1.2804,1.1897,1.2983,0.7566,0.5252,1.0035,0.9345,shoulders
male,169.3,75.0,24.1,98.3,78.4,113.0,36.6,33.3,31.6,74.8,36.8,100.1,1.4413,1.2538,1.2768,0.9541,0.492,1.1582,0.9098,calves
female,165.0,67.1,19.7,84.4,83.5,93.1,29.5,22.1,30.6,67.8,31.7,91.0,1.115,1.0108,1.0898,0.812,0.4676,0.9641,0.7492,shoulders
male,172.6,82.1,18.9,101.9,82.9,112.4,36.6,27.7,36.5,66.9,30.105000000000004,103.6,1.3559,1.2292,1.2497,0.807,0.45,1.0027,0.7568,calves
male,187.0,91.7,18.0,99.5,81.8,100.7,36.9,28.7,40.5,57.3,38.7,86.4,1.2311,1.2164,1.0562,0.7005,0.6754,0.9111,0.7778,shoulders
female,150.1,63.5,21.4,83.7,76.7,101.0,23.0,29.4,32.9,49.5,32.7,98.6,1.3168,1.0913,1.2855,0.6454,0.6606,0.6991,1.2783,arms
female,172.8,64.1,37.1,87.0,77.4,111.2,32.2,26.3,32.3,56.0,26.3,98.4,1.4367,1.124,1.2713,0.7235,0.4696,0.9969,0.8168,calves
male,184.3,80.8,28.2,96.9,77.6,114.3,29.5,29.9,38.9,61.7,34.3,95.6,1.4729,1.2487,1.232,0.7951,0.5559,0.7584,1.0136,arms
male,180.6,83.4,11.4,99.2,81.7,132.1,29.8,29.0,34.7,54.7,37.1,94.5,1.6169,1.2142,1.1567,0.6695,0.6782,0.8588,0.9732,arms
male,180.3,75.1,23.3,97.6,83.1,120.9,34.9,29.9,39.0,60.8,34.7,88.5,1.4549,1.1745,1.065,0.7316,0.5707,0.8949,0.8567,chest
male,166.3,106.7,5.0,109.5,76.6,127.5,25.2,27.3,42.4,62.3,28.035,82.4,1.6645,1.4295,1.0757,0.8133,0.45,0.5943,1.0833,arms
male,187.7,77.1,17.6,102.3,72.3,121.3,32.3,28.9,36.3,48.6,34.3,100.5,1.6777,1.4149,1.39,0.6722,0.7058,0.8898,0.8947,arms
female,165.2,74.9,24.8,90.4,70.2,110.7,29.0,21.6,29.3,62.6,32.4,100.6,1.5769,1.2877,1.433,0.8917,0.5176,0.9898,0.7448,calves
male,183.6,104.6,14.8,108.6,84.2,120.9,42.1,27.2,38.1,52.6,39.6,92.1,1.4359,1.2898,1.0938,0.6247,0.7529,1.105,0.6461,forearms
female,155.1,71.0,22.1,95.1,73.9,100.3,26.6,20.9,35.1,49.7,34.1,102.8,1.3572,1.2869,1.3911,0.6725,0.6861,0.7578,0.7857,arms
female,164.9,62.3,27.6,75.5,64.4,101.4,25.5,19.0,35.1,57.6,35.5,94.4,1.5745,1.1724,1.4658,0.8944,0.6163,0.7265,0.7451,arms
female,168.1,62.1,28.7,84.4,74.8,112.0,32.3,26.3,33.7,56.2,33.4,85.5,1.4973,1.1283,1.143,0.7513,0.5943,0.9585,0.8142,chest
male,176.8,80.5,26.5,110.5,77.8,124.5,32.1,30.0,40.4,65.5,29.475,103.1,1.6003,1.4203,1.3252,0.8419,0.45,0.7946,0.9346,calves
male,187.1,81.6,18.0,83.7,80.5,128.8,32.3,30.1,38.1,64.4,36.8,89.5,1.6,1.0398,1.1118,0.8,0.5714,0.8478,0.9319,chest
female,174.6,70.5,25.3,105.8,83.3,109.7,29.1,24.8,34.9,42.9,36.4,98.7,1.3169,1.2701,1.1849,0.515,0.8485,0.8338,0.8522,legs
female,163.8,47.9,15.2,98.7,77.7,87.1,26.0,25.2,32.3,63.5,38.7,89.1,1.121,1.2703,1.1467,0.8172,0.6094,0.805,0.9692,shoulders
male,174.9,62.6,9.3,93.6,78.2,120.3,30.224999999999998,29.5,40.3,56.4,38.4,95.0,1.5384,1.1969,1.2148,0.7212,0.6809,0.75,0.976,arms
female,176.4,39.4,14.8,92.7,71.9,93.9,24.3,20.7,35.2,63.3,40.7,87.3,1.306,1.2893,1.2142,0.8804,0.643,0.6903,0.8519,arms
male,168.0,100.0,20.5,100.6,86.1,117.5,29.5,29.5,37.4,50.8,38.3,93.0,1.3647,1.1684,1.0801,0.59,0.7539,0.7888,1.0,legs
male,177.1,94.5,19.3,92.9,86.9,120.8,36.0,31.1,36.2,62.0,27.900000000000002,95.2,1.3901,1.069,1.0955,0.7135,0.45,0.9945,0.8639,calves
male,188.1,79.8,21.6,85.9,80.8,111.2,43.9,26.0,38.2,58.8,29.6,92.3,1.3762,1.0631,1.1423,0.7277,0.5034,1.1492,0.5923,forearms
female,165.5,39.7,22.6,97.1,78.7,112.5,24.6,26.2,32.9,65.6,35.0,83.6,1.4295,1.2338,1.0623,0.8335,0.5335,0.7477,1.065,arms
male,174.9,76.7,9.3,113.0,79.3,130.6,32.3,25.2,42.0,57.6,35.7,87.0,1.6469,1.425,1.0971,0.7264,0.6198,0.769,0.7802,arms
male,181.0,63.8,14.8,96.6,84.6,129.8,32.8,25.9,46.2,55.4,35.2,93.5,1.5343,1.1418,1.1052,0.6548,0.6354,0.71,0.7896,arms
female,165.5,75.1,28.4,97.5,82.4,105.5,29.3,25.8,30.2,71.0,33.2,97.2,1.2803,1.1833,1.1796,0.8617,0.4676,0.9702,0.8805,calves
female,157.9,75.7,39.6,86.0,76.8,105.5,31.5,28.5,36.8,54.6,36.9,105.0,1.3737,1.1198,1.3672,0.7109,0.6758,0.856,0.9048,chest
male,170.3,70.8,24.9,110.0,82.1,120.1,38.8,22.9,36.7,70.1,31.544999999999998,88.1,1.4629,1.3398,1.0731,0.8538,0.45,1.0572,0.5902,forearms
male,185.2,46.3,19.1,97.0,69.2,118.7,27.75,27.9,37.0,51.9,30.2,91.2,1.7153,1.4017,1.3179,0.75,0.5819,0.75,1.0054,arms
male,179.6,81.0,11.8,97.0,90.6,122.0,32.1,20.2,36.0,55.1,32.4,93.1,1.3466,1.0706,1.0276,0.6082,0.588,0.8917,0.6293,chest
male,177.7,95.9,8.9,97.6,66.5,114.6,29.8,31.8,39.2,64.1,34.3,88.9,1.7233,1.4677,1.3368,0.9639,0.5351,0.7602,1.0671,arms
male,179.9,107.3,20.5,97.0,82.3,117.7,42.1,31.7,38.8,58.7,37.2,99.5,1.4301,1.1786,1.209,0.7132,0.6337,1.0851,0.753,chest
male,172.1,96.5,18.1,107.6,98.8,122.2,35.4,37.6,38.6,51.5,34.9,106.9,1.2368,1.0891,1.082,0.5213,0.6777,0.9171,1.0621,legs
male,172.7,97.5,16.4,99.1,93.7,112.3,28.1,23.8,39.7,59.6,33.2,87.9,1.1985,1.0576,0.9381,0.6361,0.557,0.7078,0.847,arms
male,185.8,70.3,14.0,90.5,80.7,120.7,42.5,28.7,37.8,63.2,28.44,92.0,1.4957,1.1214,1.14,0.7831,0.45,1.1243,0.6753,calves
male,177.8,85.3,21.3,102.8,97.7,113.3,37.1,28.5,40.9,56.7,34.6,101.1,1.1597,1.0522,1.0348,0.5803,0.6102,0.9071,0.7682,shoulders
male,172.3,100.8,22.4,99.4,79.8,120.9,36.6,23.2,39.1,61.9,26.6,97.4,1.515,1.2456,1.2206,0.7757,0.4297,0.9361,0.6339,calves
male,182.1,93.2,16.0,91.7,67.8,126.7,36.8,31.5,35.8,62.8,30.0,89.9,1.8687,1.3525,1.326,0.9263,0.4777,1.0279,0.856,calves
female,169.0,83.5,24.6,83.9,66.7,99.2,35.8,24.9,35.8,54.6,35.0,105.6,1.4873,1.2579,1.5832,0.8186,0.641,1.0,0.6955,forearms
male,176.0,72.6,15.3,100.4,76.6,120.3,26.625,27.5,35.5,58.6,34.0,96.3,1.5705,1.3107,1.2572,0.765,0.5802,0.75,1.0329,arms
male,169.2,112.4,17.6,103.3,77.2,127.1,33.5,26.8,36.3,56.4,37.7,97.2,1.6464,1.3381,1.2591,0.7306,0.6684,0.9229,0.8,arms
female,160.7,56.5,23.2,93.2,79.3,109.6,28.0,24.0,32.6,45.5,20.475,97.0,1.3821,1.1753,1.2232,0.5738,0.45,0.8589,0.8571,calves
male,174.0,83.9,11.2,94.3,97.9,105.2,33.3,24.5,35.7,56.8,32.0,100.0,1.0746,0.9632,1.0215,0.5802,0.5634,0.9328,0.7357,shoulders
male,183.9,96.3,9.7,98.1,88.2,125.0,41.0,31.2,40.7,73.8,36.4,94.0,1.4172,1.1122,1.0658,0.8367,0.4932,1.0074,0.761,chest
female,159.5,65.7,15.6,86.3,73.1,110.6,31.9,20.6,38.2,56.9,35.8,87.1,1.513,1.1806,1.1915,0.7784,0.6292,0.8351,0.6458,forearms
male,185.3,84.4,18.6,101.8,71.0,117.2,39.6,31.3,37.6,67.4,31.0,89.2,1.6507,1.4338,1.2563,0.9493,0.4599,1.0532,0.7904,calves
female,168.5,61.8,25.7,84.4,76.2,105.4,28.1,20.1,33.7,52.8,31.5,110.1,1.3832,1.1076,1.4449,0.6929,0.5966,0.8338,0.7153,chest
male,191.6,91.1,16.4,99.4,87.7,114.6,39.3,21.9,37.1,62.8,32.6,94.3,1.3067,1.1334,1.0753,0.7161,0.5191,1.0593,0.5573,forearms
male,188.6,63.9,9.8,92.4,70.2,106.3,30.1,31.7,37.1,58.2,26.19,100.4,1.5142,1.3162,1.4302,0.8291,0.45,0.8113,1.0532,calves
male,171.8,106.1,20.2,100.1,87.6,121.1,41.4,29.6,39.6,55.5,39.4,89.3,1.3824,1.1427,1.0194,0.6336,0.7099,1.0455,0.715,glutes
male,198.2,46.9,19.4,102.2,81.9,116.4,29.025000000000002,27.2,38.7,55.1,44.1,94.2,1.4212,1.2479,1.1502,0.6728,0.8004,0.75,0.9371,arms
female,161.0,75.3,30.4,92.9,65.8,98.7,33.9,21.1,34.6,50.3,38.5,94.5,1.5,1.4119,1.4362,0.7644,0.7654,0.9798,0.6224,forearms
female,160.7,58.9,28.4,90.5,65.2,103.8,24.0,24.6,35.1,55.9,36.0,114.0,1.592,1.388,1.7485,0.8574,0.644,0.6838,1.025,arms
male,171.4,90.1,11.2,98.3,78.6,112.4,33.0,30.7,41.3,63.6,37.3,94.2,1.43,1.2506,1.1985,0.8092,0.5865,0.799,0.9303,arms
male,180.6,50.1,6.5,98.7,86.4,114.4,40.1,29.4,37.3,66.3,42.3,99.6,1.3241,1.1424,1.1528,0.7674,0.638,1.0751,0.7332,chest
male,174.1,61.7,17.7,91.6,81.0,120.1,26.1,24.2,36.5,57.7,25.965000000000003,94.1,1.4827,1.1309,1.1617,0.7123,0.45,0.7151,0.9272,arms
male,167.9,74.5,16.7,97.5,85.0,121.4,36.7,26.1,33.3,65.6,37.5,89.3,1.4282,1.1471,1.0506,0.7718,0.5716,1.1021,0.7112,chest
male,185.5,106.2,19.5,108.5,73.1,117.7,32.7,29.0,42.8,59.5,32.2,87.2,1.6101,1.4843,1.1929,0.814,0.5412,0.764,0.8869,arms
female,168.1,69.9,23.9,91.9,66.1,106.7,23.9,22.1,31.4,36.5,33.8,92.8,1.6142,1.3903,1.4039,0.5522,0.926,0.7611,0.9247,legs
male,178.0,106.8,19.8,102.7,88.5,125.0,35.8,28.8,40.1,43.4,44.4,107.1,1.4124,1.1605,1.2102,0.4904,1.023,0.8928,0.8045,legs
male,168.1,98.9,13.8,104.3,72.5,135.8,28.2,28.2,31.6,57.8,34.3,104.0,1.8731,1.4386,1.4345,0.7972,0.5934,0.8924,1.0,arms
male,186.0,67.7,16.3,97.9,88.5,120.9,30.0,28.8,40.0,52.6,37.6,107.3,1.3661,1.1062,1.2124,0.5944,0.7148,0.75,0.96,arms
male,181.4,91.5,26.8,105.8,84.9,121.4,31.1,26.8,34.0,66.9,30.105000000000004,89.6,1.4299,1.2462,1.0554,0.788,0.45,0.9147,0.8617,calves
male,186.1,95.9,12.4,74.9,87.6,110.9,36.5,30.9,41.3,68.5,40.9,108.2,1.266,0.855,1.2352,0.782,0.5971,0.8838,0.8466,chest
male,188.3,81.4,10.3,119.9,84.6,127.8,31.8,30.9,30.7,55.5,35.6,99.2,1.5106,1.4173,1.1726,0.656,0.6414,1.0358,0.9717,legs
female,158.4,72.3,33.4,106.4,79.7,100.8,23.5,27.6,34.8,55.9,29.3,92.6,1.2647,1.335,1.1619,0.7014,0.5242,0.6753,1.1745,arms
male,180.5,54.8,21.8,87.5,96.2,119.7,32.1,31.0,39.1,65.9,36.3,97.0,1.2443,0.9096,1.0083,0.685,0.5508,0.821,0.9657,chest
male,179.8,105.8,15.0,105.2,76.1,101.5,34.8,29.1,37.7,49.0,37.2,97.9,1.3338,1.3824,1.2865,0.6439,0.7592,0.9231,0.8362,shoulders
female,156.9,62.2,29.9,92.9,67.0,105.0,31.1,20.1,33.2,64.0,30.5,109.2,1.5672,1.3866,1.6299,0.9552,0.4766,0.9367,0.6463,calves
male,176.4,77.2,24.2,98.5,62.8,117.2,35.9,30.2,35.4,56.4,25.38,95.6,1.8662,1.5685,1.5223,0.8981,0.45,1.0141,0.8412,calves
male,186.7,79.0,24.5,88.8,82.9,122.1,33.7,24.5,30.8,67.1,37.0,104.2,1.4729,1.0712,1.2569,0.8094,0.5514,1.0942,0.727,chest
female,168.6,61.5,28.9,100.0,74.7,117.3,22.8,19.0,35.5,51.1,42.2,110.7,1.5703,1.3387,1.4819,0.6841,0.8258,0.6423,0.8333,arms
female,170.3,54.9,16.0,100.5,62.0,115.1,25.575000000000003,22.8,34.1,58.8,34.3,111.4,1.8565,1.621,1.7968,0.9484,0.5833,0.75,0.8915,arms
male,179.1,73.6,25.8,83.8,88.0,123.9,30.7,30.9,37.9,54.7,39.9,88.4,1.408,0.9523,1.0045,0.6216,0.7294,0.81,1.0065,chest
male,164.1,86.0,18.3,95.7,87.5,117.4,38.2,29.7,39.4,59.8,34.1,93.9,1.3417,1.0937,1.0731,0.6834,0.5702,0.9695,0.7775,chest
female,164.0,77.2,26.6,92.6,62.8,110.6,26.0,20.4,37.1,60.2,38.4,103.6,1.7611,1.4745,1.6497,0.9586,0.6379,0.7008,0.7846,arms
male,176.0,92.9,24.8,99.5,102.7,116.4,28.4,22.8,32.9,55.5,24.975,100.8,1.1334,0.9688,0.9815,0.5404,0.45,0.8632,0.8028,chest
male,183.9,82.6,18.1,95.4,96.8,105.7,35.2,27.5,40.3,57.9,36.0,94.1,1.0919,0.9855,0.9721,0.5981,0.6218,0.8734,0.7812,shoulders
male,178.0,109.6,19.6,100.2,82.7,122.5,31.6,28.4,38.0,60.0,37.4,98.8,1.4813,1.2116,1.1947,0.7255,0.6233,0.8316,0.8987,arms
female,174.4,69.6,41.6,90.3,81.7,98.9,32.9,21.2,34.1,54.4,36.6,98.1,1.2105,1.1053,1.2007,0.6659,0.6728,0.9648,0.6444,shoulders
male,176.1,103.6,20.8,89.7,93.9,110.9,37.0,29.7,39.8,69.1,32.7,100.3,1.181,0.9553,1.0682,0.7359,0.4732,0.9296,0.8027,chest
male,173.5,71.6,16.3,102.6,71.3,122.4,28.4,31.9,39.5,69.5,38.7,93.9,1.7167,1.439,1.317,0.9748,0.5568,0.719,1.1232,arms
male,179.7,81.6,25.1,92.6,102.2,128.2,33.2,33.4,35.7,59.2,30.9,108.9,1.2544,0.9061,1.0656,0.5793,0.522,0.93,1.006,chest
female,156.4,58.0,33.9,96.7,75.0,111.1,27.6,24.1,37.1,54.5,24.525000000000002,103.8,1.4813,1.2893,1.384,0.7267,0.45,0.7439,0.8732,arms
male,178.8,96.0,16.8,101.0,87.4,120.3,40.5,29.1,37.1,61.2,40.0,101.4,1.3764,1.1556,1.1602,0.7002,0.6536,1.0916,0.7185,chest
female,156.0,37.6,33.7,93.1,73.8,108.9,34.7,26.5,35.4,50.7,32.4,80.9,1.4756,1.2615,1.0962,0.687,0.6391,0.9802,0.7637,glutes
female,171.7,78.1,30.1,88.9,69.5,98.2,27.4,20.6,37.4,48.2,34.3,84.5,1.4129,1.2791,1.2158,0.6935,0.7116,0.7326,0.7518,arms
male,178.0,77.0,12.4,100.0,79.1,116.9,41.8,28.5,39.6,55.2,32.9,95.8,1.4779,1.2642,1.2111,0.6979,0.596,1.0556,0.6818,forearms
male,176.0,87.1,13.0,78.0,76.9,137.0,36.4,32.9,37.0,43.9,31.6,98.8,1.7815,1.0143,1.2848,0.5709,0.7198,0.9838,0.9038,chest
male,177.9,74.6,23.6,96.0,86.8,119.6,32.5,25.4,36.7,69.2,40.4,103.1,1.3779,1.106,1.1878,0.7972,0.5838,0.8856,0.7815,chest
male,167.9,97.4,23.4,101.1,80.7,106.3,37.5,31.6,36.0,53.4,24.03,91.5,1.3172,1.2528,1.1338,0.6617,0.45,1.0417,0.8427,calves
male,177.2,76.6,18.3,96.9,94.1,125.1,38.4,28.6,36.6,57.9,34.3,106.3,1.3294,1.0298,1.1296,0.6153,0.5924,1.0492,0.7448,chest
male,177.4,69.0,27.2,101.1,82.8,130.4,32.0,27.0,37.3,50.1,37.3,90.7,1.5749,1.221,1.0954,0.6051,0.7445,0.8579,0.8438,legs
female,160.8,58.5,21.0,91.7,72.8,104.3,36.2,22.6,34.5,60.3,34.8,102.2,1.4327,1.2596,1.4038,0.8283,0.5771,1.0493,0.6243,forearms
female,166.2,58.5,23.0,90.1,58.2,114.5,26.025000000000002,23.4,34.7,62.5,30.4,107.4,1.9674,1.5481,1.8454,1.0739,0.4864,0.75,0.8991,arms
male,194.0,79.4,23.4,98.6,103.8,113.9,38.7,29.9,39.2,59.4,33.3,77.9,1.0973,0.9499,0.7505,0.5723,0.5606,0.9872,0.7726,glutes
male,174.6,98.4,20.1,109.6,91.2,98.3,36.5,27.0,41.5,61.5,38.4,94.1,1.0779,1.2018,1.0318,0.6743,0.6244,0.8795,0.7397,shoulders
male,175.0,56.8,14.5,88.3,71.1,118.9,36.1,27.9,36.5,52.3,23.535,90.2,1.6723,1.2419,1.2686,0.7356,0.45,0.989,0.7729,calves
female,155.9,72.7,22.6,92.6,81.1,106.3,30.8,17.8,31.8,62.6,36.8,114.8,1.3107,1.1418,1.4155,0.7719,0.5879,0.9686,0.5779,forearms
male,180.1,78.5,12.2,96.2,80.3,113.3,30.3,29.2,43.1,63.6,34.7,103.1,1.411,1.198,1.2839,0.792,0.5456,0.703,0.9637,arms
male,192.9,86.9,17.8,99.2,82.2,123.2,34.6,25.8,35.7,59.8,37.7,93.8,1.4988,1.2068,1.1411,0.7275,0.6304,0.9692,0.7457,chest
female,172.5,76.4,14.1,99.4,72.3,105.3,32.0,27.1,35.5,57.4,30.2,83.8,1.4564,1.3748,1.1591,0.7939,0.5261,0.9014,0.8469,calves
female,173.1,56.0,24.4,86.1,69.3,111.5,28.8,22.4,39.6,47.4,36.9,91.6,1.6089,1.2424,1.3218,0.684,0.7785,0.7273,0.7778,arms
male,179.0,93.8,16.4,97.1,81.5,109.4,36.5,28.8,39.3,57.6,35.2,104.2,1.3423,1.1914,1.2785,0.7067,0.6111,0.9288,0.789,shoulders
male,187.9,87.2,26.1,96.7,82.2,127.6,37.4,27.1,34.9,56.8,25.56,108.1,1.5523,1.1764,1.3151,0.691,0.45,1.0716,0.7246,calves
male,172.6,67.4,13.3,95.5,82.5,126.9,26.400000000000002,34.9,35.2,49.5,42.8,105.2,1.5382,1.1576,1.2752,0.6,0.8646,0.75,1.322,arms
female,167.3,69.5,26.8,80.9,54.1,98.1,34.4,27.6,32.3,50.3,36.0,103.5,1.8133,1.4954,1.9131,0.9298,0.7157,1.065,0.8023,forearms
male,160.3,126.2,24.8,98.4,77.5,125.9,36.0,28.3,39.4,57.3,37.6,101.1,1.6245,1.2697,1.3045,0.7394,0.6562,0.9137,0.7861,chest
male,180.0,101.5,8.4,93.6,84.2,112.2,32.4,31.9,37.6,47.0,34.3,96.4,1.3325,1.1116,1.1449,0.5582,0.7298,0.8617,0.9846,legs
male,181.9,88.6,17.2,90.5,80.0,113.0,32.9,30.1,39.2,62.9,34.5,106.6,1.4125,1.1313,1.3325,0.7863,0.5485,0.8393,0.9149,chest
male,178.8,90.4,13.9,83.1,78.5,124.0,34.3,27.6,35.5,46.3,41.7,94.5,1.5796,1.0586,1.2038,0.5898,0.9006,0.9662,0.8047,chest
female,161.0,78.8,31.3,83.2,83.3,103.0,25.9,22.3,31.0,48.1,21.645,98.2,1.2365,0.9988,1.1789,0.5774,0.45,0.8355,0.861,chest
male,180.0,89.7,5.7,93.1,89.1,107.8,35.5,23.8,38.0,67.7,39.1,83.0,1.2099,1.0449,0.9315,0.7598,0.5775,0.9342,0.6704,glutes
male,190.8,121.2,20.9,89.1,87.9,130.8,33.3,31.1,35.5,60.2,26.0,89.3,1.4881,1.0137,1.0159,0.6849,0.4319,0.938,0.9339,calves
male,175.5,63.8,15.0,102.6,83.2,118.5,36.9,27.0,42.1,52.1,43.7,103.8,1.4243,1.2332,1.2476,0.6262,0.8388,0.8765,0.7317,legs
male,176.0,84.9,21.6,108.8,71.9,121.5,25.5,27.5,42.4,49.5,29.6,97.5,1.6898,1.5132,1.3561,0.6885,0.598,0.6014,1.0784,arms
male,180.3,55.3,7.9,100.8,73.4,119.1,32.55,26.5,43.4,61.5,40.8,102.4,1.6226,1.3733,1.3951,0.8379,0.6634,0.75,0.8141,arms
male,176.6,77.8,22.1,94.8,99.5,112.0,34.9,27.3,36.6,71.0,34.2,93.9,1.1256,0.9528,0.9437,0.7136,0.4817,0.9536,0.7822,chest
male,178.3,80.6,11.3,96.6,89.5,126.2,34.1,28.2,36.9,55.0,24.75,85.1,1.4101,1.0793,0.9508,0.6145,0.45,0.9241,0.827,calves
male,184.3,76.1,15.9,97.1,95.2,110.6,35.1,27.8,38.2,59.5,36.2,101.6,1.1618,1.02,1.0672,0.625,0.6084,0.9188,0.792,shoulders
male,190.2,82.6,7.8,105.1,87.5,118.3,33.0,21.7,32.2,67.9,33.7,102.8,1.352,1.2011,1.1749,0.776,0.4963,1.0248,0.6576,forearms
male,170.7,91.5,17.4,104.3,83.9,116.3,31.3,24.4,42.2,67.4,31.8,88.3,1.3862,1.2431,1.0524,0.8033,0.4718,0.7417,0.7796,arms
male,180.4,79.5,21.0,99.6,83.0,137.3,31.9,32.9,42.3,61.0,28.3,96.2,1.6542,1.2,1.159,0.7349,0.4639,0.7541,1.0313,arms
male,178.1,67.1,22.5,107.9,94.5,114.9,29.8,29.1,43.3,58.4,37.8,94.4,1.2159,1.1418,0.9989,0.618,0.6473,0.6882,0.9765,arms
male,182.6,80.5,20.4,104.1,87.1,122.5,30.6,25.3,37.9,57.9,33.9,97.7,1.4064,1.1952,1.1217,0.6648,0.5855,0.8074,0.8268,arms
male,186.3,101.8,10.1,90.7,81.4,118.6,33.0,26.3,37.1,60.9,27.405,112.4,1.457,1.1143,1.3808,0.7482,0.45,0.8895,0.797,calves
female,171.3,58.6,29.4,90.7,80.9,102.6,33.4,19.3,35.4,56.7,31.4,115.6,1.2682,1.1211,1.4289,0.7009,0.5538,0.9435,0.5778,forearms
female,152.6,66.9,30.2,93.1,86.1,113.2,26.474999999999998,28.7,35.3,53.9,33.1,109.9,1.3148,1.0813,1.2764,0.626,0.6141,0.75,1.084,arms
male,175.1,78.6,20.1,98.5,72.1,127.3,32.4,34.1,38.9,65.6,38.5,105.2,1.7656,1.3662,1.4591,0.9098,0.5869,0.8329,1.0525,arms
male,179.6,97.3,32.9,97.8,91.2,118.0,36.0,28.1,31.5,56.8,40.0,90.6,1.2939,1.0724,0.9934,0.6228,0.7042,1.1429,0.7806,chest
male,179.3,79.3,23.4,105.4,87.8,126.1,34.8,23.1,36.9,47.2,38.6,102.3,1.4362,1.2005,1.1651,0.5376,0.8178,0.9431,0.6638,legs
male,181.4,95.6,8.5,99.1,71.3,115.1,40.5,31.3,40.0,56.9,32.0,97.3,1.6143,1.3899,1.3647,0.798,0.5624,1.0125,0.7728,calves
male,180.9,59.8,18.6,84.7,91.2,112.5,29.1,30.5,39.7,59.4,26.73,100.4,1.2336,0.9287,1.1009,0.6513,0.45,0.733,1.0481,chest
male,181.6,78.0,25.6,102.2,87.4,106.5,34.2,27.8,34.9,56.7,37.7,96.0,1.2185,1.1693,1.0984,0.6487,0.6649,0.9799,0.8129,shoulders
female,163.4,59.9,27.2,90.6,70.7,100.8,28.2,25.4,33.7,64.5,39.0,112.0,1.4257,1.2815,1.5842,0.9123,0.6047,0.8368,0.9007,arms
male,188.9,65.9,21.9,109.7,96.6,111.8,36.6,28.2,43.5,49.7,32.9,83.3,1.1573,1.1356,0.8623,0.5145,0.662,0.8414,0.7705,legs
male,193.8,81.4,18.6,104.4,83.0,120.9,35.6,25.5,37.7,62.5,39.7,105.1,1.4566,1.2578,1.2663,0.753,0.6352,0.9443,0.7163,forearms
female,167.1,73.3,22.4,85.5,73.0,95.1,29.4,25.6,31.2,58.6,32.8,91.9,1.3027,1.1712,1.2589,0.8027,0.5597,0.9423,0.8707,shoulders
male,171.0,64.1,19.3,102.1,90.0,134.0,32.099999999999994,26.3,42.8,63.6,39.2,91.9,1.4889,1.1344,1.0211,0.7067,0.6164,0.75,0.8193,arms
male,183.6,84.7,14.5,100.9,98.8,109.2,30.8,26.1,36.8,57.9,26.055,99.2,1.1053,1.0213,1.004,0.586,0.45,0.837,0.8474,shoulders
female,166.7,71.9,15.9,97.5,67.4,100.9,29.2,22.8,34.2,56.9,34.0,112.2,1.497,1.4466,1.6647,0.8442,0.5975,0.8538,0.7808,arms
male,180.1,91.7,13.8,117.4,74.2,118.9,32.9,27.0,36.6,53.4,40.8,87.6,1.6024,1.5822,1.1806,0.7197,0.764,0.8989,0.8207,arms
male,182.5,76.7,21.2,98.7,74.1,109.3,36.6,29.8,38.7,55.7,35.2,93.7,1.475,1.332,1.2645,0.7517,0.632,0.9457,0.8142,shoulders
female,165.4,70.7,26.4,102.4,66.0,99.4,28.5,23.6,28.2,59.6,35.9,83.0,1.5061,1.5515,1.2576,0.903,0.6023,1.0106,0.8281,shoulders
female,160.1,60.0,18.0,92.9,88.1,105.9,20.4,23.7,32.5,49.4,36.2,107.0,1.202,1.0545,1.2145,0.5607,0.7328,0.6277,1.1618,arms
female,155.1,42.9,22.0,88.9,69.9,99.2,30.0,24.2,33.5,60.9,32.7,91.2,1.4192,1.2718,1.3047,0.8712,0.5369,0.8955,0.8067,shoulders
male,173.9,53.3,14.7,108.8,91.2,122.2,34.5,32.3,34.8,52.2,23.490000000000002,96.2,1.3399,1.193,1.0548,0.5724,0.45,0.9914,0.9362,calves
male,181.9,75.9,13.0,93.1,86.9,119.6,40.1,27.1,37.1,66.6,39.9,97.0,1.3763,1.0713,1.1162,0.7664,0.5991,1.0809,0.6758,chest
female,160.1,53.4,26.2,86.4,86.8,93.0,23.9,23.6,34.3,40.5,28.9,97.9,1.0714,0.9954,1.1279,0.4666,0.7136,0.6968,0.9874,legs
female,176.3,60.4,25.0,84.1,79.1,114.7,23.174999999999997,22.9,30.9,56.0,39.8,96.8,1.4501,1.0632,1.2238,0.708,0.7107,0.75,0.9881,arms
male,175.5,78.1,7.1,101.9,88.6,132.9,28.7,30.2,40.9,61.1,32.0,88.5,1.5,1.1501,0.9989,0.6896,0.5237,0.7017,1.0523,arms
female,165.5,58.8,33.7,87.2,58.9,102.4,29.7,23.9,33.8,65.0,31.1,96.6,1.7385,1.4805,1.6401,1.1036,0.4785,0.8787,0.8047,calves
